id,SalePrice
1461,114140.13157914595
1462,153929.0426595377
1463,173987.7622887659
1464,200064.13081101995
1465,192196.38361213962
1466,171536.01975306845
1467,182929.87133584166
1468,166487.46159954314
1469,189994.8482075922
1470,122247.73736569211
1471,177467.23225130016
1472,101349.25383615018
1473,96670.08239961849
1474,149894.07793697147
1475,119183.59161217022
1476,343073.56174444186
1477,248396.86230701496
1478,303003.4618987283
1479,299621.1603136513
1480,504390.87756717263
1481,330653.4364588351
1482,219449.6937773889
1483,171054.08106016874
1484,170175.7030789554
1485,210236.2713056075
1486,195086.3283116321
1487,335317.2646891469
1488,240429.19359198617
1489,185844.840962114
1490,241259.248342547
1491,194874.92105368176
1492,84361.38056599021
1493,201922.22988107573
1494,293600.53429836134
1495,284152.180365547
1496,237424.57647359915
1497,169592.0250808463
1498,171774.6368785013
1499,166038.70582913302
1500,161831.10689200973
1501,175132.05629603413
1502,155334.06662792905
1503,293787.8405239048
1504,252141.71081295487
1505,230868.3970267269
1506,194436.46174399208
1507,247854.64171274268
1508,202098.37324405994
1509,161054.3018384469
1510,146434.3054653722
1511,150937.9371296025
1512,173248.1460362966
1513,153105.56838689698
1514,146324.27797738917
1515,190447.65479968564
1516,152696.82280303224
1517,163726.28590862988
1518,131480.70321982182
1519,208624.14716386885
1520,128265.88631614772
1521,126743.33635247122
1522,180333.96575441724
1523,110003.52216911809
1524,124104.64122152454
1525,118406.16086108409
1526,111184.44537452538
1527,104870.76414250885
1528,137870.4999892681
1529,153117.56803308768
1530,211585.87394134142
1531,116980.41695403974
1532,99849.0332350634
1533,146572.0374638934
1534,122993.00231189458
1535,137839.21016965195
1536,107647.11418640467
1537,58605.915302970054
1538,148794.29611579765
1539,196386.53333541023
1540,94631.15147163939
1541,142457.50440158782
1542,132024.10489980964
1543,181423.7098287581
1544,89810.153421578
1545,118018.80089510861
1546,143146.78157209491
1547,134149.3531814528
1548,140958.695858312
1549,126614.84728529076
1550,138280.6070891615
1551,103359.3443487314
1552,145451.59491348438
1553,147355.47039767084
1554,125425.54436058304
1555,156407.16619837022
1556,90146.18625559278
1557,94685.70171352984
1558,105468.36594113016
1559,82191.04170768042
1560,130096.93541501366
1561,117858.42294342036
1562,135843.3130164831
1563,122889.44867646492
1564,153441.5470259427
1565,143973.482262271
1566,238054.32014947344
1567,77445.73640691
1568,247535.53218888724
1569,129426.68495748879
1570,146743.80471036574
1571,115455.69112017067
1572,138740.36320968083
1573,218152.42195597076
1574,117532.32109931516
1575,228910.91303277906
1576,261040.78133378952
1577,186593.23471646113
1578,148175.920258219
1579,136861.4995112537
1580,198934.64433299535
1581,165117.3215945397
1582,131503.79509118752
1583,295253.89853602106
1584,225437.96479397087
1585,137961.27014576396
1586,69909.60589779203
1587,106635.6059556241
1588,155196.94039137513
1589,96956.25556556208
1590,135518.09671312995
1591,93807.1399324648
1592,110453.73963982667
1593,132001.92523141642
1594,128265.72564184936
1595,106874.69460771722
1596,217792.84547915804
1597,196834.7663733131
1598,230802.89280976547
1599,175062.76186713672
1600,168783.497883264
1601,66907.55085247106
1602,113078.71459863498
1603,88625.90010688946
1604,257768.68900743657
1605,249894.87715880745
1606,171527.90182634193
1607,181434.76520403582
1608,230676.3850646192
1609,177742.2818513975
1610,149656.34400263138
1611,142011.3763987033
1612,169453.94423283963
1613,171176.0733885942
1614,130584.91578641659
1615,93741.86252290467
1616,80190.66170462736
1617,96018.76768152326
1618,130995.28209502608
1619,148374.63739861175
1620,169003.20868687303
1621,130424.64284560838
1622,152533.85358250816
1623,260882.1669899219
1624,206812.6493972825
1625,116311.9812492986
1626,175501.3389460831
1627,189094.28159640828
1628,282649.75238745305
1629,186471.36668101436
1630,326114.78772287833
1631,222371.3479596729
1632,224465.73234140236
1633,190144.8510671163
1634,185951.82385307513
1635,178949.1663001917
1636,155987.89648324996
1637,199004.29063945374
1638,179551.62276662127
1639,188951.65697172942
1640,251774.3421049659
1641,181968.2349947157
1642,247543.41711411043
1643,212088.7536363667
1644,238250.5651478945
1645,210409.60782394494
1646,165049.02539003687
1647,162389.36435453262
1648,129400.95365141585
1649,147343.25151559705
1650,115641.17906119367
1651,123119.02439383496
1652,103589.6407196562
1653,106795.33346650586
1654,148184.28601248324
1655,142466.41834834943
1656,143481.15409110353
1657,152385.985082762
1658,152161.50263564204
1659,125800.36607552171
1660,157247.97086344805
1661,420455.8877078377
1662,397482.6022025852
1663,363610.9327986369
1664,481092.8379748253
1665,304774.6022384954
1666,321001.20658110216
1667,390740.196008855
1668,351333.24339700304
1669,308857.45534687815
1670,339896.2552323091
1671,264096.56380084186
1672,430476.04168055597
1673,301999.71730445215
1674,247038.7990214122
1675,195226.1666695418
1676,193788.0018150298
1677,216152.37827478378
1678,445356.50455875555
1679,394290.8659352867
1680,313791.31185162126
1681,241659.45592347695
1682,315291.5491118619
1683,190133.36542187777
1684,183028.6921202342
1685,178650.92259336144
1686,180452.3395834621
1687,182636.03892745453
1688,188321.68129914338
1689,199454.8634319171
1690,206710.80042862956
1691,198274.8542489916
1692,271075.13407027145
1693,181250.1550645881
1694,188858.10272662112
1695,177482.60415374502
1696,272446.21568835
1697,185515.9789407849
1698,333616.9038377566
1699,323683.9034115839
1700,255398.61398825733
1701,263699.2933258428
1702,230086.34651412326
1703,240795.5507503869
1704,274522.19635094114
1705,250024.96836896846
1706,385314.4257855226
1707,201522.17025282432
1708,202593.37072098875
1709,263029.5009704289
1710,228148.1414234584
1711,283215.56612994743
1712,250140.82059356952
1713,273264.09692492674
1714,220703.12444367138
1715,209653.4156562066
1716,181962.60822305217
1717,188970.43898477562
1718,136119.008071876
1719,202050.63773610708
1720,231647.7008131242
1721,167804.72242137202
1722,125665.20905981728
1723,158476.27068414658
1724,200195.38455689335
1725,248897.16765804472
1726,186682.21643800102
1727,147764.42553413362
1728,178371.58619499535
1729,169455.6674884261
1730,156132.2092809974
1731,121703.51652288639
1732,130904.30815492882
1733,112271.86076928927
1734,122676.64544332554
1735,130741.7584442064
1736,107593.09515250372
1737,311679.7826902227
1738,251875.42289813765
1739,252482.8977487663
1740,204950.77662750968
1741,186762.33480452132
1742,168587.46673288877
1743,177821.66822152142
1744,332196.4689576285
1745,205267.1827393293
1746,191045.66984259197
1747,212282.455378666
1748,228784.05918033537
1749,140953.9290496945
1750,118936.32087988262
1751,255086.6233956733
1752,120840.99698868324
1753,145538.40682162464
1754,196442.1488234167
1755,160771.47217904212
1756,141382.86147456715
1757,123163.0141532507
1758,150087.7471662601
1759,163782.2828440553
1760,165040.711337755
1761,139037.5055550774
1762,186011.20460269356
1763,180652.37109236454
1764,117082.5854634416
1765,159201.91194907398
1766,197300.06862479085
1767,219870.26301295502
1768,142744.26194784432
1769,175765.27288187083
1770,166014.08196423182
1771,113785.63164809698
1772,130713.42581559785
1773,128928.54906072775
1774,142471.75410828026
