id,SalePrice
1461,126384.01201657011
1462,156708.66714086238
1463,176972.13018145692
1464,181947.13609787455
1465,196078.58188643126
1466,182109.6329541377
1467,170871.75256762438
1468,176139.9323693256
1469,190109.95480928328
1470,123264.76573320327
1471,209804.42947603104
1472,94881.6255335622
1473,99726.03747419079
1474,151136.93144693883
1475,140023.45800198443
1476,357830.3227894102
1477,241883.24121546917
1478,294643.5237806955
1479,263143.93080386845
1480,462516.59456091106
1481,323640.0100717447
1482,202320.25438377837
1483,183040.59771547414
1484,172161.44718377167
1485,172559.6446180081
1486,196763.0178449974
1487,330339.8177776183
1488,242799.17336214078
1489,195830.33026619174
1490,194164.40188468498
1491,189103.69801554742
1492,91329.04722460054
1493,176186.83757194545
1494,283575.78694066143
1495,293566.78115971654
1496,226700.89333383244
1497,194182.83385186657
1498,155251.893649119
1499,154524.1367790469
1500,147389.74539608
1501,173424.75367182805
1502,157979.84130347046
1503,281315.3355842926
1504,227633.56537455166
1505,224286.1317246316
1506,181195.28472394252
1507,222091.76525316248
1508,195359.30354780803
1509,164352.6740803807
1510,148499.23714381672
1511,148270.36257746717
1512,163630.9841051264
1513,155830.2406569474
1514,160093.52818601602
1515,177105.95094920503
1516,156877.03452043288
1517,150599.6740723948
1518,135046.71187615517
1519,222976.3283371598
1520,138285.10605507685
1521,142970.01780670695
1522,161029.6359350729
1523,123292.24107301985
1524,120054.2381974995
1525,125995.97331388942
1526,128264.3148610144
1527,101470.34332475667
1528,130336.53586993001
1529,146533.22668381102
1530,170302.10747782153
1531,120338.76305836055
1532,106335.76301214383
1533,145391.5225155994
1534,120003.87826829733
1535,150597.96403287543
1536,122128.08772073356
1537,73000.54109832067
1538,154275.85159808228
1539,176678.17224013215
1540,108853.16438389449
1541,147428.09433997472
1542,141835.48740619904
1543,222303.36280290727
1544,79643.1024380244
1545,109240.09472904037
1546,115740.49007762686
1547,132848.8111957242
1548,129897.89767346016
1549,110013.11485810598
1550,136159.373343234
1551,120836.50862006676
1552,137648.08231822363
1553,139942.6688097859
1554,110727.3550237292
1555,166925.6437669408
1556,86419.66928386806
1557,129041.86053148312
1558,87100.12219511026
1559,117019.65004882126
1560,138072.0320444385
1561,133848.9044263939
1562,128637.97717647236
1563,126461.2675727057
1564,160643.10923914603
1565,150138.05789013166
1566,209807.85298107914
1567,77834.61663058869
1568,218010.22837415003
1569,146006.02364341484
1570,130028.3167970306
1571,110231.31943803234
1572,145625.9663246243
1573,240320.88825108024
1574,123365.01066743387
1575,206193.42742586992
1576,208491.5493301339
1577,193547.6234897414
1578,148950.07733382643
1579,138495.43044730774
1580,191346.93381664195
1581,136781.3778106127
1582,127481.26700347025
1583,330676.15503560443
1584,236351.0841056901
1585,142070.50856861487
1586,75339.00256212152
1587,102141.79036675292
1588,147428.14986458904
1589,106144.3283075006
1590,135808.47068787372
1591,103792.78746778073
1592,129809.90541579407
1593,111549.03622598865
1594,145840.90595291264
1595,113322.96823020412
1596,242810.6798280853
1597,172876.7810193209
1598,176173.4352324001
1599,169103.21785699142
1600,175301.03801241092
1601,77357.95539385005
1602,113918.62075971547
1603,95680.38270691113
1604,282620.6436821391
1605,239738.57960849354
1606,166402.8218510956
1607,173582.21049830952
1608,199324.07153840092
1609,181675.31815788068
1610,146252.14106521415
1611,150342.49957219535
1612,167657.00552275905
1613,163448.63968778323
1614,121045.11660490934
1615,90501.20674962147
1616,84136.85328082941
1617,92288.52806593149
1618,126233.0247837136
1619,132359.53240760526
1620,156997.8523116373
1621,138042.1415310539
1622,145158.07687191528
1623,283621.4628621208
1624,207191.27606434847
1625,128175.9274467087
1626,169314.70196719593
1627,187270.47983820355
1628,266655.4248119872
1629,171395.07903079447
1630,359405.43487212464
1631,207383.70424223883
1632,242668.9066670874
1633,169144.12989397446
1634,181252.27579933766
1635,178304.39408468668
1636,164853.00574365258
1637,177960.98637572397
1638,202434.1874140684
1639,184519.41578394588
1640,268208.98145521653
1641,182767.34244546626
1642,222402.08764075703
1643,224003.35924040084
1644,228172.7983439858
1645,182622.22716512
1646,156690.10392846976
1647,164857.74770936178
1648,141517.2044164312
1649,139643.7787795704
1650,121979.32499512126
1651,123484.776410119
1652,93074.65262864683
1653,95386.43947676501
1654,154255.652229933
1655,156117.22975339997
1656,150254.3440241824
1657,153851.55408846945
1658,152907.97495398394
1659,142458.80398210895
1660,143042.01392787514
1661,446641.73601411347
1662,381067.4366146619
1663,384276.0454957639
1664,442923.90417698433
1665,305186.61340765515
1666,323952.56962901994
1667,365337.93614740093
1668,316298.39657150843
1669,285144.84293119726
1670,324894.4095274451
1671,270749.0871541287
1672,483025.6805510533
1673,280928.63721897604
1674,248559.0693858588
1675,186759.24939873777
1676,188661.19923937952
1677,214262.0960444109
1678,490659.02819361584
1679,384613.93399616
1680,321098.37845946464
1681,224880.83744919632
1682,300302.56464592903
1683,187506.29596659754
1684,170964.45848722133
1685,173837.26935469775
1686,170183.78133829456
1687,167332.29861237938
1688,186070.4736539816
1689,184080.63466408622
1690,183037.8279320944
1691,176279.51735327856
1692,237743.4822420173
1693,170371.74014679086
1694,181284.99820913948
1695,169677.72958148867
1696,264837.6093479262
1697,170974.40949356384
1698,347618.8249598389
1699,327627.9283060501
1700,234838.24919424657
1701,262206.84157923574
1702,250859.46413271377
1703,248074.07891499432
1704,282765.11788887845
1705,218638.72235525175
1706,451716.15124790947
1707,205957.5631504901
1708,203687.2380268137
